X,Y,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,ObjectId
-70.865822,42.810841,Black Duck Market Inc,50 Water St,Ste 30,Newburyport,MA,01950,2899,ESSEX,-70.865822,42.810841,301
-70.909729,42.819714,CVS Pharmacy 10502,75 Storey Ave,,Newburyport,MA,01950,3569,ESSEX,-70.909729,42.819714,303
-70.870399,42.809746,Newburyport Richdale,62 State St,,Newburyport,MA,01950,6613,ESSEX,-70.870399,42.809746,305
-70.874123,42.807156,CVS 1132,13 1/2 Pond St,,Newburyport,MA,01950,,ESSEX,-70.874123,42.807156,307
-70.903732,42.821964,Walgreens 02564,25 Storey Ave,Ste 4,Newburyport,MA,01950,1869,ESSEX,-70.903732,42.821964,308
-70.903732,42.821964,MARKET BASKET  40,25 Storey Ave,,Newburyport,MA,01950,1869,ESSEX,-70.903732,42.821964,309
-70.909401,42.819847,7 Eleven 34428A,73 Storey Ave,,Newburyport,MA,01950,1850,ESSEX,-70.909401,42.819847,310
-70.89257,42.820442,Natural Grocer Inc,334 High St,,Newburyport,MA,01950,3739,ESSEX,-70.89257,42.820442,311
-70.908279,42.820343,SHAW'S SUPERMARKET 2491,45 Storey Ave,Ste 1,Newburyport,MA,01950,1856,ESSEX,-70.908279,42.820343,312
-72.252541,42.255238,Big Y Supermarkets 21,148 West St,,Ware,MA,01082,1448,HAMPSHIRE,-72.252541,42.255238,769
-72.251678,42.256489,Dollar General 22130,139 West St,,Ware,MA,01082,1415,HAMPSHIRE,-72.251678,42.256489,770
-72.248245,42.256908,CVS PHARMACY 1111,104 West St,,Ware,MA,01082,1448,HAMPSHIRE,-72.248245,42.256908,771
-72.240463,42.260006,Ware Package Store,51 Main St,,Ware,MA,01082,1317,HAMPSHIRE,-72.240463,42.260006,772
-72.258003,42.251633,Cumberland Farms 6749,195 West St,,Ware,MA,01082,1458,HAMPSHIRE,-72.258003,42.251633,773
-72.253738,42.254578,Dollar Tree 2050,162 West St,,Ware,MA,01082,1448,HAMPSHIRE,-72.253738,42.254578,774
-72.281281,42.239368,Walmart SUPERCENTER 2386,352 Palmer Rd,,Ware,MA,01082,9740,HAMPSHIRE,-72.281281,42.239368,775
-72.243851,42.259869,Speedway 2487,18 West St,,Ware,MA,01082,1436,HAMPSHIRE,-72.243851,42.259869,776
-72.242226,42.260517,Bruso's Liquor Mart,144 Main St,,Ware,MA,01082,1320,HAMPSHIRE,-72.242226,42.260517,777
-72.254341,42.254379,Walgreens 10128,171 West St,,Ware,MA,01082,1458,HAMPSHIRE,-72.254341,42.254379,778
-70.194695,41.735538,DENNIS PUBLIC MARKET,653 Main St,,Dennis,MA,02638,1948,BARNSTABLE,-70.194695,41.735538,1939
-70.184647,41.744751,7-Eleven 37426H,964 Main St,,Dennis,MA,02638,1503,BARNSTABLE,-70.184647,41.744751,1940
-70.091599,41.67252,Shaw's Supermarket 4596,18 Sisson Rd,,Harwich Port,MA,02646,1521,BARNSTABLE,-70.091599,41.67252,2230
-70.072075,41.667965,"Cumberland Farms, Inc 2305",578 Main St,,Harwich Port,MA,02646,1838,BARNSTABLE,-70.072075,41.667965,2231
-70.080467,41.668106,CVS PHARMACY 860,6 Post Office Sq,MAIN,Harwich Port,MA,02646,1883,BARNSTABLE,-70.080467,41.668106,2232
-71.441345,42.697693,DOLLAR TREE 1554,440 Middlesex Rd,,Tyngsboro,MA,01879,1070,MIDDLESEX,-71.441345,42.697693,2573
-71.090286,42.423656,Target T3287,467 Salem St,,Medford,MA,02155,3387,MIDDLESEX,-71.090286,42.423656,3008
-71.852989,42.276936,Corner Store,635 Chandler St,,Worcester,MA,01602,1754,WORCESTER,-71.852989,42.276936,3105
-71.854286,42.278168,Thomas Energy Center N/A,1128 Pleasant St,,Worcester,MA,01602,1618,WORCESTER,-71.854286,42.278168,3132
-71.820015,42.263618,Pleasant Street Gulf,528 Pleasant St,,Worcester,MA,01602,2721,WORCESTER,-71.820015,42.263618,3135
-71.833511,42.264194,Kalamos Greek & Mediterranean Market,118A June St,,Worcester,MA,01602,2951,WORCESTER,-71.833511,42.264194,3210
-71.152328,42.206135,Wegmans 57,169 University Ave,,Westwood,MA,02090,2325,NORFOLK,-71.152328,42.206135,3223
-71.188667,42.217327,Roche Bros Supermarkets Inc 104,338 Washington St,,Westwood,MA,02090,1829,NORFOLK,-71.188667,42.217327,3260
-71.10186,42.398746,ROSEMARY MARKET CORP.,565 Main St,,Medford,MA,02155,6552,MIDDLESEX,-71.10186,42.398746,3272
-71.082657,42.404701,CVS PHARMACY  26,590 Fellsway,,Medford,MA,02155,4925,MIDDLESEX,-71.082657,42.404701,3278
-70.148315,41.666649,International Mini Mart,238 Swan River Rd,,West Dennis,MA,02670,2836,BARNSTABLE,-70.148315,41.666649,3373
-71.127312,42.417717,WHOLE FOODS MARKET 10380,2151 Mystic Valley Pkwy,,Medford,MA,02155,3757,MIDDLESEX,-71.127312,42.417717,3763
-71.279961,41.943787,USA Fruit Market,101 Park St,,Attleboro,MA,02703,2336,BRISTOL,-71.279961,41.943787,3850
-71.824455,42.26223,Beaver Brook Park Farmers Market,304 Chandler St,,Worcester,MA,01602,3446,WORCESTER,-71.824455,42.26223,4032
-71.128647,41.686275,Fallriver Mini Mart,1860 Pleasant St,,Fall River,MA,02723,3024,BRISTOL,-71.128647,41.686275,4844
-70.664459,41.759552,Stop & Shop 474,2991 Cranberry Hwy,,East Wareham,MA,02538,1354,PLYMOUTH,-70.664459,41.759552,4873
-71.140648,42.342525,Whole Foods Market 10015,15 Washington St,,Brighton,MA,02135,7401,SUFFOLK,-71.140648,42.342525,4881
-71.069756,42.452244,Paramkumar Corp,49 W Wyoming Ave,,Melrose,MA,02176,3723,MIDDLESEX,-71.069756,42.452244,6018
-71.06218,42.463505,CVS Pharmacy CVS11399,844 Main St,,Melrose,MA,02176,2711,MIDDLESEX,-71.06218,42.463505,6019
-71.066711,42.452785,Khoury Fuel Inc,386 Main St,,Melrose,MA,02176,4623,MIDDLESEX,-71.066711,42.452785,6020
-71.068008,42.468727,Franklin Market,463 Franklin St,,Melrose,MA,02176,1855,MIDDLESEX,-71.068008,42.468727,6021
-71.07209,42.459362,Melrose Farmers Market,W Emmerson St,Bowden Park,Melrose,MA,02176,,MIDDLESEX,-71.07209,42.459362,6022
-71.061584,42.465096,Walgreens 10342,897 Main St,,Melrose,MA,02176,2322,MIDDLESEX,-71.061584,42.465096,6023
-71.061813,42.464516,Whole Foods Market 10510,880 Main St,,Melrose,MA,02176,2346,MIDDLESEX,-71.061813,42.464516,6024
-71.052155,42.456337,Common Market,301 E Foster St,,Melrose,MA,02176,4124,MIDDLESEX,-71.052155,42.456337,6025
-71.065109,42.455517,CVS Pharmacy 159,516 Main St,,Melrose,MA,02176,3880,MIDDLESEX,-71.065109,42.455517,6026
-71.070023,42.452187,Richdale Dairy,54 W Wyoming Ave,,Melrose,MA,02176,3745,MIDDLESEX,-71.070023,42.452187,6027
-71.065758,42.45639,SHAW'S SUPERMARKET 3507,34 Essex St,,Melrose,MA,02176,3102,MIDDLESEX,-71.065758,42.45639,6084
-71.062111,42.464115,Nouria 860 Main Street 1039,860 Main St,,Melrose,MA,02176,2346,MIDDLESEX,-71.062111,42.464115,6110
-71.062607,42.464954,Plaza Towers Variety,894 Main St,,Melrose,MA,02176,2346,MIDDLESEX,-71.062607,42.464954,6116
-71.355042,42.632908,7 Eleven 34407H,645 Princeton Blvd,,Lowell,MA,01851,2213,MIDDLESEX,-71.355042,42.632908,6120
-71.075104,42.453911,Bob's Market,163 W Wyoming Ave,,Melrose,MA,02176,3629,MIDDLESEX,-71.075104,42.453911,6122
-71.322502,42.62738,7-Eleven 37358A,463 Chelmsford St,,Lowell,MA,01851,4423,MIDDLESEX,-71.322502,42.62738,6127
-71.333527,42.634178,Mill City Convenience,494 Westford St,,Lowell,MA,01851,2530,MIDDLESEX,-71.333527,42.634178,6134
-72.72242,42.113045,Big Y World Class Market 68,475 E Main St,,Westfield,MA,01085,3312,HAMPDEN,-72.72242,42.113045,6193
-72.728378,42.175453,Schwans Home Service 111000,125 Summit Lock Rd,,Westfield,MA,01085,1481,HAMPDEN,-72.728378,42.175453,6194
-72.7285,42.114975,Pride 610,234 E Main St,,Westfield,MA,01085,3325,HAMPDEN,-72.7285,42.114975,6195
-72.748489,42.121716,Westfield Victory Store,47 Elm St,,Westfield,MA,01085,2915,HAMPDEN,-72.748489,42.121716,6196
-72.744148,42.125801,MEADOW'S MARKET,43 Meadow St,,Westfield,MA,01085,3241,HAMPDEN,-72.744148,42.125801,6197
-72.730843,42.113808,ALDI 73085,235 E Main St,,Westfield,MA,01085,3307,HAMPDEN,-72.730843,42.113808,6198
-72.723785,42.113811,Big Y Express 122,330 E Main St,,Westfield,MA,01085,3311,HAMPDEN,-72.723785,42.113811,6199
-72.729248,42.148235,Asian Food Market,284 Southampton Rd,,Westfield,MA,01085,1321,HAMPDEN,-72.729248,42.148235,6200
-72.750069,42.125095,Smoke and Vape Citgo gas,41 Franklin St,,Westfield,MA,01085,2224,HAMPDEN,-72.750069,42.125095,6201
-72.763771,42.128349,Honeyland Farms Food Shop,4 Russell Rd,,Westfield,MA,01085,2163,HAMPDEN,-72.763771,42.128349,6202
-72.751648,42.119671,WESTFIELD FARMERS MARKET,36 Court St,Episcopal Church,Westfield,MA,01085,3594,HAMPDEN,-72.751648,42.119671,6203
-72.690208,42.177402,Hampton Ponds Market,1029 North Rd,,Westfield,MA,01085,9711,HAMPDEN,-72.690208,42.177402,6204
-72.752449,42.115112,Pleasant Street Market,54 Pleasant St,,Westfield,MA,01085,3789,HAMPDEN,-72.752449,42.115112,6205
-72.745987,42.134346,New Corner Variety Westfield,2 Crown St,,Westfield,MA,01085,1112,HAMPDEN,-72.745987,42.134346,6206
-72.745056,42.130474,North Elm Butcher Block,37 N Elm St,,Westfield,MA,01085,1619,HAMPDEN,-72.745056,42.130474,6207
-72.734077,42.140408,AMG Retail I 561,439 N Elm St,,Westfield,MA,01085,1667,HAMPDEN,-72.734077,42.140408,6208
-71.322998,42.637459,T & N Food,51 Branch St,,Lowell,MA,01851,1802,MIDDLESEX,-71.322998,42.637459,6234
-71.353119,42.635296,Halal Foods 1,1717 Middlesex St,Ste 4,Lowell,MA,01851,1161,MIDDLESEX,-71.353119,42.635296,6237
-71.327225,42.614281,Alltown Lowell 2718,980 Chelmsford St,,Lowell,MA,01851,5114,MIDDLESEX,-71.327225,42.614281,6245
-71.317902,42.634544,New Bangkok Market,179 Chelmsford St,,Lowell,MA,01851,3308,MIDDLESEX,-71.317902,42.634544,6253
-71.322357,42.629898,Family Dollar 11441,21 Nottingham St,,Lowell,MA,01851,3819,MIDDLESEX,-71.322357,42.629898,6357
-71.359154,42.626354,Olive Tree,1270 Westford St,,Lowell,MA,01851,,MIDDLESEX,-71.359154,42.626354,6364
-71.323875,42.622944,Lowell Quick Mart,627 Chelmsford St,,Lowell,MA,01851,4721,MIDDLESEX,-71.323875,42.622944,6369
-71.327431,42.634834,Lucky Asian Market,4 Pine St,,Lowell,MA,01851,3109,MIDDLESEX,-71.327431,42.634834,6376
-71.327042,42.614655,Alpine Butcher,963 Chelmsford St,,Lowell,MA,01851,5131,MIDDLESEX,-71.327042,42.614655,6473
-71.330894,42.638351,Country Farms,268 Branch St,,Lowell,MA,01851,1846,MIDDLESEX,-71.330894,42.638351,6479
-71.351936,42.635666,Family Dollar Store 2704,1665 Middlesex St,,Lowell,MA,01851,1103,MIDDLESEX,-71.351936,42.635666,6485
-71.354774,42.634933,Walgreens 11726,1765 Middlesex St,,Lowell,MA,01851,1105,MIDDLESEX,-71.354774,42.634933,6491
-71.325081,42.633476,Lowell Food Mart,624 School St,,Lowell,MA,01851,2612,MIDDLESEX,-71.325081,42.633476,6497
-71.322083,42.628059,Vientiane Grocery & Video,426 Chelmsford St,,Lowell,MA,01851,4400,MIDDLESEX,-71.322083,42.628059,6589
-71.325386,42.635323,K Market,268 Westford St,,Lowell,MA,01851,2525,MIDDLESEX,-71.325386,42.635323,6594
-71.061714,42.356533,7 Eleven 33392C,125 Tremont St,,Boston,MA,02108,4713,SUFFOLK,-71.061714,42.356533,6752
-71.057487,42.362179,The Farmhouse Meats ,100 Hanover St,,Boston,MA,02108,2407,SUFFOLK,-71.057487,42.362179,6753
-71.05899,42.356815,CVS PHARMACY #49 0049,333 Washington St,,Boston,MA,02108,5121,SUFFOLK,-71.05899,42.356815,6754
-71.059776,42.359463,7 Eleven (35659A) 35659A,3 Center Plaza,Ste 101A,Boston,MA,02108,,SUFFOLK,-71.059776,42.359463,6755
-71.058983,42.357529,Walgreens 15390,24 School St,,Boston,MA,02108,,SUFFOLK,-71.058983,42.357529,6756
-70.682808,42.023819,Nouria 10 Washington Street 1178,10 Washington St,,Duxbury,MA,02332,4525,PLYMOUTH,-70.682808,42.023819,6757
-70.683899,42.025696,Duxbury Brothers Marketplace 405,46 Depot St,,Duxbury,MA,02332,4453,PLYMOUTH,-70.683899,42.025696,6758
-70.683411,42.024551,Walgreens 18316,28 Depot St,,Duxbury,MA,02332,4453,PLYMOUTH,-70.683411,42.024551,6759
-71.146141,42.153725,Walgreens 03062,595 Washington St,,Canton,MA,02021,3007,NORFOLK,-71.146141,42.153725,6931
-71.14901,42.151978,7-eleven 32469c 32469,504 Washington St,,Canton,MA,02021,3650,NORFOLK,-71.14901,42.151978,6932
-71.120247,42.208031,Franks Petroleum 1461,2776 Washington St,,Canton,MA,02021,1016,NORFOLK,-71.120247,42.208031,6933
-71.147339,42.164558,Canton Farmers Market,960 Washington St,,Canton,MA,02021,2574,NORFOLK,-71.147339,42.164558,6934
-71.145485,42.15699,Seasons Corner Market 77,731 Washington St,,Canton,MA,02021,3037,NORFOLK,-71.145485,42.15699,6935
-71.118103,42.191113,Rfs Store 122 Inc 129,2160 Washington St,,Canton,MA,02021,1636,NORFOLK,-71.118103,42.191113,6936
-71.109871,42.164021,Canton Wash & Gas,683 Turnpike Street,,Canton,MA,02021,,NORFOLK,-71.109871,42.164021,6937
-71.14856,42.140919,CVS PHARMACY #321 0321,95 Washington St,,Canton,MA,02021,4006,NORFOLK,-71.14856,42.140919,6938
-71.148575,42.140862,SHAW'S SUPERMARKET 428,95A Washington St,Cobbs Corner,Canton,MA,02021,4001,NORFOLK,-71.148575,42.140862,6939
-71.119751,42.207787,Colbea Enterprises LLC 57,2760 Washington St,,Canton,MA,02021,1016,NORFOLK,-71.119751,42.207787,6940
-71.146988,42.15295,Canton Market,569 Washington St,,Canton,MA,02021,3013,NORFOLK,-71.146988,42.15295,6941
-71.120667,41.820427,Value Gas,1866 County St,,Dighton,MA,02715,1211,BRISTOL,-71.120667,41.820427,7230
-71.121918,41.815273,Rochelles Market And Deli,2050 County St,,Dighton,MA,02715,1255,BRISTOL,-71.121918,41.815273,7231
-70.919952,41.614658,7 Eleven 3065A,1024 Cove Rd,,New Bedford,MA,02744,1608,BRISTOL,-70.919952,41.614658,7232
-70.929031,41.614258,Walgreens 19104,1383 Cove Rd,,New Bedford,MA,02744,1041,BRISTOL,-70.929031,41.614258,7233
-70.917648,41.611504,Family Dollar 2066,160 Rodney French Blvd,,New Bedford,MA,02744,,BRISTOL,-70.917648,41.611504,7234
-70.926437,41.615383,Demellos Seafood Market,1275 Cove Rd,,New Bedford,MA,02744,1040,BRISTOL,-70.926437,41.615383,7235
-70.923431,41.61903,New Bedford Food Mart,111 County St,,New Bedford,MA,02744,1845,BRISTOL,-70.923431,41.61903,7236
-70.912743,41.608913,Brock Avenue Market,629 Brock Ave,,New Bedford,MA,02744,2203,BRISTOL,-70.912743,41.608913,7237
-70.929634,41.616966,DOLLARTREE 7967,561 Orchard St,,New Bedford,MA,02744,1017,BRISTOL,-70.929634,41.616966,7238
-70.917084,41.620777,New Bedford Mobile Farmers Market,38 Blackmer St,,New Bedford,MA,02744,2614,BRISTOL,-70.917084,41.620777,7239
-70.924347,41.620426,Qwik Mart Variety,155 County St,,New Bedford,MA,02744,1824,BRISTOL,-70.924347,41.620426,7240
-70.913567,41.611145,Quick Mart 1,746 Brock Ave,,New Bedford,MA,02744,2356,BRISTOL,-70.913567,41.611145,7241
-70.919411,41.614159,Cidade's Service Station,57 Rodney French Blvd,,New Bedford,MA,02744,1601,BRISTOL,-70.919411,41.614159,7242
-70.91674,41.621212,Oceans Fleet Fisheries,20 Blackmer St,,New Bedford,MA,02744,2614,BRISTOL,-70.91674,41.621212,7243
-70.916374,41.614159,Union Fruit Market,111 Ruth St,,New Bedford,MA,02744,2528,BRISTOL,-70.916374,41.614159,7244
-70.923752,41.61982,County Street. Convenience Store,133 County St,,New Bedford,MA,02744,1826,BRISTOL,-70.923752,41.61982,7245
-70.917984,41.6138,Richdale Food Shops 126 26,951 Brock Ave,,New Bedford,MA,02744,1631,BRISTOL,-70.917984,41.6138,7246
-70.91452,41.611446,786 Gulf Express Inc,775 Brock Ave,,New Bedford,MA,02744,2355,BRISTOL,-70.91452,41.611446,7247
-70.929497,41.617493,Family Dollar 11497,537 Orchard St,,New Bedford,MA,02744,1017,BRISTOL,-70.929497,41.617493,7248
-70.919281,41.61441,Costas Cash Express 1,194 Cove Rd,,New Bedford,MA,02744,1608,BRISTOL,-70.919281,41.61441,7249
-71.312691,42.032681,Stop & Shop 462,109 Taunton St,,Plainville,MA,02762,1238,NORFOLK,-71.312691,42.032681,7317
-71.304848,42.009617,CVS 4981,6 Taunton St,,Plainville,MA,02762,2135,NORFOLK,-71.304848,42.009617,7325
-71.311127,42.03083,Target 1930,91 Taunton St,,Plainville,MA,02762,1207,NORFOLK,-71.311127,42.03083,7326
-71.33654,42.00581,Cumberland Farms 0131,139 South St,,Plainville,MA,02762,1916,NORFOLK,-71.33654,42.00581,7327
-71.305611,42.010685,Walgreens 19915,13 Taunton St,Unit 1,Plainville,MA,02762,2134,NORFOLK,-71.305611,42.010685,7328
-72.45623,42.694424,Northfield Food Mart,74 Main St,A,Northfield,MA,01360,,FRANKLIN,-72.45623,42.694424,7625
-72.563477,42.45142,Sunderland Market,283 Amherst Rd,,Sunderland,MA,01375,9489,FRANKLIN,-72.563477,42.45142,7626
-72.564484,42.445995,Sunderland Farm Collaborative,131 S Silver Ln,,Sunderland,MA,01375,9318,FRANKLIN,-72.564484,42.445995,7627
-72.581406,42.461533,Millstone Farm Market Inc,24 S Main St,,Sunderland,MA,01375,9505,FRANKLIN,-72.581406,42.461533,7628
-72.564018,42.600979,CUMBERLAND FARMS  6702,10 Montague City Rd,,Turners Falls,MA,01376,1810,FRANKLIN,-72.564018,42.600979,7687
-72.56105,42.604221,Walgreens 17488,240 Avenue A,,Turners Falls,MA,01376,1817,FRANKLIN,-72.56105,42.604221,7688
-72.55954,42.605568,Great Falls Farmers Market,Corner 7th St and Avenue A,,Turners Falls,MA,01376,,FRANKLIN,-72.55954,42.605568,7689
-72.556709,42.607918,Great Falls Harvest,50 3rd St,,Turners Falls,MA,01376,1319,FRANKLIN,-72.556709,42.607918,7690
-72.553886,42.606472,Turners Falls F.l. Roberts 04064,132 3rd St,,Turners Falls,MA,01376,1320,FRANKLIN,-72.553886,42.606472,7691
-72.56002,42.605198,Family Dollar Store 2026,210 Avenue A,,Turners Falls,MA,01376,1817,FRANKLIN,-72.56002,42.605198,7692
-72.561363,42.603928,Food City,250 Avenue A,,Turners Falls,MA,01376,1817,FRANKLIN,-72.561363,42.603928,7693
-70.956825,41.770283,Quick Pic,1 Chace Rd,Unit 6,East Freetown,MA,02717,1237,BRISTOL,-70.956825,41.770283,7713
-70.95726,41.770206,Circle K 7518,4 Chace Rd,,East Freetown,MA,02717,1202,BRISTOL,-70.95726,41.770206,7714
-71.355629,42.634106,MARKET BASKET  19,11 Wood St,,Lowell,MA,01851,1518,MIDDLESEX,-71.355629,42.634106,7810
-71.322723,42.626064,Walgreens 6739,54 Plain St,,Lowell,MA,01851,4419,MIDDLESEX,-71.322723,42.626064,7811
-71.326591,42.635117,"HONG  KONG MARKET, INC",289 Westford St,,Lowell,MA,01851,2518,MIDDLESEX,-71.326591,42.635117,7812
-71.356575,42.633858,CVS Pharmacy 1056,25 Wood St,,Lowell,MA,01851,1598,MIDDLESEX,-71.356575,42.633858,7813
-71.317314,42.635891,168 Seafood Market,119 Chelmsford St,,Lowell,MA,01851,2621,MIDDLESEX,-71.317314,42.635891,7814
-71.316925,42.637562,7-Eleven 33097H,55 Chelmsford St,,Lowell,MA,01851,2619,MIDDLESEX,-71.316925,42.637562,7815
-71.355309,42.634178,Indian Basket,12 Wood St,,Lowell,MA,01851,1532,MIDDLESEX,-71.355309,42.634178,7816
-71.331963,42.632843,Highland Variety,146 Pine St,,Lowell,MA,01851,3113,MIDDLESEX,-71.331963,42.632843,7817
-71.356316,42.63541,Apna Bazar Lowell,1815 Middlesex St,,Lowell,MA,01851,1190,MIDDLESEX,-71.356316,42.63541,7818
-71.233078,42.443398,Lexington Farmers Market,251 Waltham St,,Lexington,MA,02421,4999,MIDDLESEX,-71.233078,42.443398,8047
-71.257492,42.440327,Energy North 2118,690 Marrett Rd,,Lexington,MA,02421,7308,MIDDLESEX,-71.257492,42.440327,8054
-71.235291,42.435822,Cumberland Farms 6735,324 Marrett Rd,,Lexington,MA,02421,7906,MIDDLESEX,-71.235291,42.435822,8061
-71.358803,42.62606,Maruti Indian Grocery,1290 Westford St,Unit J,Lowell,MA,01851,,MIDDLESEX,-71.358803,42.62606,8204
-71.333176,42.62743,Parker St Variety,322 Parker St,,Lowell,MA,01851,3603,MIDDLESEX,-71.333176,42.62743,8206
-71.320236,42.627739,Angkor Thom Market,450 Chelmsford St,,Lowell,MA,01851,4445,MIDDLESEX,-71.320236,42.627739,8210
-71.320297,42.6315,Quick Mart,299 Chelmsford St,,Lowell,MA,01851,3329,MIDDLESEX,-71.320297,42.6315,8214
-71.359818,42.626137,Amal Fuel,1299 Westford St,,Lowell,MA,01851,2726,MIDDLESEX,-71.359818,42.626137,8217
-71.32119,42.637642,New Pailin Market Llc ,6 Branch St,,Lowell,MA,01851,1893,MIDDLESEX,-71.32119,42.637642,8220
-71.336945,42.633938,Windsor Shoppe,583 Westford St,,Lowell,MA,01851,2942,MIDDLESEX,-71.336945,42.633938,8223
-71.352272,42.63567,A‡ougue Do Joao Butcher Shop & Groceries,1687 Middlesex St,,Lowell,MA,01851,1103,MIDDLESEX,-71.352272,42.63567,8227
-71.32254,42.637615,"Bayon Market, Inc.",37 Branch St,,Lowell,MA,01851,1802,MIDDLESEX,-71.32254,42.637615,8234
-71.192299,42.388615,Star Market 2583,535 Trapelo Rd,,Belmont,MA,02478,1403,MIDDLESEX,-71.192299,42.388615,8282
-71.183937,42.38538,A&r Market,360 Trapelo Rd,,Belmont,MA,02478,1865,MIDDLESEX,-71.183937,42.38538,8283
-71.16291,42.37706,Super Vanak,271 Belmont St,,Belmont,MA,02478,3750,MIDDLESEX,-71.16291,42.37706,8284
-71.15609,42.375637,Eastern Lamejun Bakers,145 Belmont St,,Belmont,MA,02478,3697,MIDDLESEX,-71.15609,42.375637,8285
-71.15554,42.37545,Belmont Variety,133 Belmont St,,Belmont,MA,02478,3602,MIDDLESEX,-71.15554,42.37545,8286
-71.180878,42.383087,CVS Pharmacy 1848,264 Trapelo Rd,,Belmont,MA,02478,1849,MIDDLESEX,-71.180878,42.383087,8287
-71.182602,42.384689,L C Variety,326 Trapelo Rd,,Belmont,MA,02478,1864,MIDDLESEX,-71.182602,42.384689,8288
-71.173798,42.396572,Belmont Farmers Market,Channing Rd & Cross St,Municipal Parking Lot,Belmont,MA,02478,,MIDDLESEX,-71.173798,42.396572,8289
-71.175125,42.397861,CVS Pharmacy  25,60 Leonard St,,Belmont,MA,02478,2519,MIDDLESEX,-71.175125,42.397861,8290
-71.305611,42.010685,Family Dollar 3479,13 Taunton St,Unit 2,Plainville,MA,02762,2134,NORFOLK,-71.305611,42.010685,9565
-72.550026,42.6712,COUNTRY CORNER STORE,44 Church St,,Bernardston,MA,01337,8500,FRANKLIN,-72.550026,42.6712,9621
-72.535545,42.66991,Dollar General 20134,115 Northfield Rd,,Bernardston,MA,01337,9795,FRANKLIN,-72.535545,42.66991,9622
-72.550819,42.671234,Bernardston Farmers Market,38 Church St,Parking lot,Bernardston,MA,01337,,FRANKLIN,-72.550819,42.671234,9623
-71.45443,42.431976,CVS Pharmacy 973,105 Main St,,Maynard,MA,01754,2514,MIDDLESEX,-71.45443,42.431976,9823
-72.58226,42.237667,CUMBERLAND FARMS 6718,507 Newton St,,South Hadley,MA,01075,2017,HAMPSHIRE,-72.58226,42.237667,11036
-72.58403,42.234425,7 Eleven 15405A,436 Newton St,,South Hadley,MA,01075,2343,HAMPSHIRE,-72.58403,42.234425,11111
-72.730064,42.392925,Williamsburg Market Inc,3 Main St,,Williamsburg,MA,01096,9404,HAMPSHIRE,-72.730064,42.392925,11210
-72.729729,42.393303,Cumberland Farms 6714,37 Main St,,Williamsburg,MA,01096,9404,HAMPSHIRE,-72.729729,42.393303,11211
-72.905022,42.463905,Old Creamery Co-Op,445 Berkshire Trl,,Cummington,MA,01026,9610,HAMPSHIRE,-72.905022,42.463905,11223
-72.69017,42.349327,Sunoco Gas Station,430 N Main St,,Leeds,MA,01053,9714,HAMPSHIRE,-72.69017,42.349327,11224
-72.572044,42.222763,Big Y Supermarkets 50,44 Willimansett St,,South Hadley,MA,01075,,HAMPSHIRE,-72.572044,42.222763,11225
-72.582832,42.235794,Big Y Express 112,467 Newton St,,South Hadley,MA,01075,2017,HAMPSHIRE,-72.582832,42.235794,11226
-72.572762,42.218163,Farmers' Market South Hadley,123 Willimansett St,,South Hadley,MA,01075,3038,HAMPSHIRE,-72.572762,42.218163,11227
-72.582779,42.236649,Dollar General 19923,501 Newton St,,South Hadley,MA,01075,,HAMPSHIRE,-72.582779,42.236649,11228
-72.562706,42.235035,Hhz Llc,483 Granby Rd,,South Hadley,MA,01075,2121,HAMPSHIRE,-72.562706,42.235035,11229
-72.597702,42.215729,Stop And Go,4 Bardwell St,,South Hadley,MA,01075,2502,HAMPSHIRE,-72.597702,42.215729,11230
-71.376717,42.28249,Walgreens 01851,148 W Central St,,Natick,MA,01760,4106,MIDDLESEX,-71.376717,42.28249,11777
-71.376884,42.28249,Roche Bros Supermarkets Inc 105,150 W Central St,,Natick,MA,01760,4106,MIDDLESEX,-71.376884,42.28249,11778
-71.206993,42.427589,Wilson Farms Inc.,10 Pleasant St,,Lexington,MA,02421,6042,MIDDLESEX,-71.206993,42.427589,11837
-71.888718,42.048717,Dollar General 14714,13 W Main St,,Dudley,MA,01571,3334,WORCESTER,-71.888718,42.048717,11855
-71.910988,42.041004,"Cumberland Farms, Inc 0191",180 W Main St,,Dudley,MA,01571,3818,WORCESTER,-71.910988,42.041004,11856
-70.954117,41.656963,Capt Frank's Seafood Market,360 Hathaway Rd,,New Bedford,MA,02740,1912,BRISTOL,-70.954117,41.656963,12030
-71.348488,42.285961,Samra Mediterranean Market 1,11 N Main St,,Natick,MA,01760,3488,MIDDLESEX,-71.348488,42.285961,12032
-71.529663,42.016956,CVS PHARMACY  1225,22 Main St,,Blackstone,MA,01504,2257,WORCESTER,-71.529663,42.016956,12070
-71.527733,42.015038,"Cumberland Farms, Inc 0190",1 Main St,,Blackstone,MA,01504,2203,WORCESTER,-71.527733,42.015038,12071
-71.890388,42.047359,Walgreens 19240,5 Schofield Ave,,Dudley,MA,01571,3328,WORCESTER,-71.890388,42.047359,12072
-71.919823,42.035976,Patriot Gas,251 W Main St,,Dudley,MA,01571,5940,WORCESTER,-71.919823,42.035976,12073
-71.912308,42.042622,"Imperial Park  'n Shop, Inc. D/b/a Park  'n Shop 002",14 Airport Rd,,Dudley,MA,01571,5947,WORCESTER,-71.912308,42.042622,12074
